age,time_of_day_en,gender_Female,gender_Male,gender_Non-Binary,device_type_Desktop,device_type_Mobile,device_type_Tablet,ad_position_Bottom,ad_position_Side,ad_position_Top,browsing_history_Education,browsing_history_Entertainment,browsing_history_News,browsing_history_Shopping,browsing_history_Social Media
-1.750074343154181,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0
-0.00974123829899697,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
-0.00974123829899697,2,0,0,1,0,1,0,0,1,0,1,0,0,0,0
-0.6509165927193279,3,0,1,0,0,1,0,0,0,1,0,1,0,0,0
-0.1929341967048058,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
0.17345172010681187,3,0,0,1,0,0,1,1,0,0,0,0,0,0,1
-1.3836884263425633,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0
-0.10133771750190139,3,0,1,0,0,1,0,0,1,0,0,0,1,0,0
-0.6509165927193279,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1
0.5398376369184296,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0
0.5398376369184296,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0
-0.10133771750190139,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0
-2.024863780762894,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0
-0.9257060303280412,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0
-0.5593201135164235,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0
1.364205949744569,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
-0.10133771750190139,3,0,1,0,1,0,0,0,0,1,0,0,0,1,0
-1.5668813847483722,2,0,1,0,0,0,1,0,1,0,0,1,0,0,0
0.7230305953242383,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0
0.9978200329329516,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
-0.1929341967048058,2,0,0,1,1,0,0,0,0,1,0,0,1,0,0
0.08185524090390744,2,0,0,1,1,0,0,0,0,1,0,0,0,0,1
