age,time_of_day_en,gender_Female,gender_Male,gender_Non-Binary,device_type_Desktop,device_type_Mobile,device_type_Tablet,ad_position_Bottom,ad_position_Side,ad_position_Top,browsing_history_Education,browsing_history_Entertainment,browsing_history_News,browsing_history_Shopping,browsing_history_Social Media
-1.7354448251545864,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0
0.18602109754845,2,0,1,0,1,0,0,0,0,1,0,0,0,1,0
-0.6374642978957085,3,0,1,0,1,0,0,1,0,0,0,1,0,0,0
-0.17997241153784263,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
-0.4544675433525621,3,0,0,1,0,1,0,1,0,0,0,0,0,0,1
-1.3694513160682937,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0
-0.08847403426626947,3,0,1,0,0,1,0,0,1,0,0,0,1,0,0
0.003024343005303688,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
0.27751947482002315,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0
-0.08847403426626947,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
-1.0949561842535742,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0
-0.5459659206241353,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0
1.375500002078901,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
0.003024343005303688,3,0,1,0,1,0,0,0,0,1,1,0,0,0,0
-1.55244807061144,2,1,0,0,0,0,1,0,1,0,0,1,0,0,0
-1.0949561842535742,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0
1.0095064929926085,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
-0.17997241153784263,3,0,0,1,1,0,0,0,0,1,0,0,1,0,0
0.09452272027687685,2,0,0,1,1,0,0,0,0,1,0,0,0,0,1
-0.4544675433525621,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
0.18602109754845,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0
1.92449026570834,2,0,1,0,0,1,0,0,1,0,0,0,1,0,0
0.3690178520915963,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
-0.36296916608098895,3,1,0,0,1,0,0,0,0,1,0,1,0,0,0
0.6435129839063158,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0
-0.9119594297104279,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.2714707888094158,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
-1.55244807061144,2,1,0,0,0,1,0,1,0,0,1,0,0,0,0
1.5584967566220473,3,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0.5520146066347427,2,0,0,1,0,1,0,0,1,0,0,1,0,0,0
-0.08847403426626947,2,0,0,1,0,1,0,0,1,0,0,0,1,0,0
1.0095064929926085,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
-0.8204610524388547,2,0,0,1,1,0,0,0,1,0,0,0,0,0,1
0.6435129839063158,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
1.4669983793504742,2,0,1,0,0,0,1,0,1,0,0,0,0,0,1
0.3690178520915963,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1
-0.2714707888094158,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
0.735011361177889,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
-0.8204610524388547,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0
-1.003457806982001,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0
0.003024343005303688,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0.4605162293631695,3,0,1,0,1,0,0,1,0,0,1,0,0,0,0
0.09452272027687685,3,0,1,0,0,1,0,0,0,1,0,0,1,0,0
0.003024343005303688,2,1,0,0,0,1,0,0,1,0,0,0,1,0,0
0.18602109754845,2,0,0,1,1,0,0,0,0,1,0,0,0,0,1
0.9180081157210352,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
0.5520146066347427,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
1.5584967566220473,3,0,1,0,1,0,0,1,0,0,0,0,0,0,1
-0.6374642978957085,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
-0.17997241153784263,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
