age,time_of_day_en,gender_Female,gender_Male,gender_Non-Binary,device_type_Desktop,device_type_Mobile,device_type_Tablet,ad_position_Bottom,ad_position_Side,ad_position_Top,browsing_history_Education,browsing_history_Entertainment,browsing_history_News,browsing_history_Shopping,browsing_history_Social Media
0.08695652173913049,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0
0.4130434782608696,2,0,1,0,1,0,0,0,0,1,0,0,1,0,0
0.5,2,0,0,1,0,1,0,0,1,0,1,0,0,0,0
0.34782608695652173,3,0,1,0,1,0,0,1,0,0,0,1,0,0,0
0.4565217391304348,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
0.17391304347826086,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0
0.4782608695652174,3,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0.4347826086956522,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
0.4565217391304348,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0
0.4565217391304348,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
0.6304347826086956,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
0.5217391304347826,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0
0.02173913043478265,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
0.4782608695652174,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
0.5217391304347826,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0
0.8260869565217392,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
0.4782608695652174,3,0,1,0,1,0,0,0,0,1,0,1,0,0,0
0.13043478260869568,2,0,1,0,0,0,1,0,1,0,0,1,0,0,0
0.4347826086956522,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0
0.4565217391304348,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
0.5217391304347826,2,0,0,1,1,0,0,0,0,1,0,0,0,0,1
0.3913043478260869,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0
0.5434782608695652,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0
0.5869565217391305,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
0.4130434782608696,3,1,0,0,1,0,0,0,0,1,0,1,0,0,0
0.28260869565217395,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
0.17391304347826086,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0
0.4130434782608696,3,0,1,0,0,1,0,0,0,1,0,0,1,0,0
0.13043478260869568,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0
0.8695652173913044,3,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0.8913043478260869,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0
0.17391304347826086,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
0.6521739130434783,3,0,0,1,0,0,1,1,0,0,0,0,0,1,0
0.5217391304347826,2,0,0,1,0,1,0,1,0,0,0,1,0,0,0
0.4782608695652174,2,0,0,1,0,1,0,0,1,0,0,0,1,0,0
0.8478260869565217,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0
0.6521739130434783,2,1,0,0,0,1,0,0,1,0,0,0,1,0,0
0.5652173913043479,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
0.7391304347826086,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
0.5652173913043479,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
0.8260869565217392,2,0,1,0,1,0,0,0,1,0,0,0,0,0,1
0.4347826086956522,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
0.8695652173913044,3,0,1,0,0,0,1,1,0,0,0,0,0,1,0
